"title","year","venue","authors","type","url","abstract"
"Event-Triggered Control Based on Integral Quadratic Constraints.","2024","IEEE Control. Syst. Lett.","Michael Hertneck, Simon Lang, Julian Berberich, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/csysl/HertneckLBA24","In this letter, we present a novel approach to deriving triggering rules for event-triggered control (ETC) based on integral quadratic constraints (IQCs). The closed-loop system is considered as a feedback interconnection of two subsystems: one describes the behavior of the system state and the other the sampling-induced error. An IQC for the sampling-induced error is used as the ETC triggering rule. Transmissions are triggered if this IQC would otherwise be violated. We provide a method to synthesize the multiplier for the IQC based on linear matrix inequalities, such that asymptotic stability and a lower bound on the inter-event times are guaranteed. Moreover, the proposed approach allows for the incorporation of additional performance criteria to ensure further properties of the closed-loop system, such as a bound on the ${{\mathcal {L}}}_{2}$ -gain."
"How improving performance may imply losing consistency in event-triggered consensus.","2024","CoRR","David Meister, Duarte J. Antunes, Frank Allgöwer","Informal and Other Publications","https://dblp.org/rec/journals/corr/abs-2405-03245","Event-triggered control is often argued to lower the average triggering rate compared to time-triggered control while still achieving a desired control goal, e.g., the same performance level. However, this property, often called consistency, cannot be taken for granted and can be hard to analyze in many settings. In particular, although numerous decentralized event-triggered control schemes have been proposed in the past years, their performance properties with respect to time-triggered control remain mostly unexplored. In this paper, we therefore examine the performance properties of event-triggered control (relative to time-triggered control) for a single-integrator consensus problem with a level-triggering rule. We consider the long-term average quadratic deviation from consensus as a performance measure. For this setting, we show that enriching the information the local controllers use improves the performance of the consensus algorithm but renders a previously consistent event-triggered control scheme inconsistent. In addition, we do so while deploying optimal control inputs which we derive for both information cases and all triggering schemes. With this insight, we can furthermore explain the relationship between two contrasting consistency results from the literature on decentralized event-triggered control. We support our theoretical findings with simulation results."
"Linearly discounted economic MPC without terminal conditions for periodic optimal operation.","2024","Autom.","Lukas Schwenkel, Alexander Hadorn, Matthias A. Müller 0001, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/automatica/SchwenkelHMA24",""
"Lipschitz constant estimation for general neural network architectures using control tools.","2024","CoRR","Patricia Pauli, Dennis Gramlich, Frank Allgöwer","Informal and Other Publications","https://dblp.org/rec/journals/corr/abs-2405-01125",""
"Novel Quadratic Constraints for Extending LipSDP beyond Slope-Restricted Activations.","2024","ICLR","Patricia Pauli, Aaron J. Havens, Alexandre Araujo, Siddharth Garg, Farshad Khorrami, Frank Allgöwer, Bin Hu 0002","Conference and Workshop Papers","https://dblp.org/rec/conf/iclr/PauliHAGKA024","Recently, semidefinite programming (SDP) techniques have shown great promise in providing accurate Lipschitz bounds for neural networks. Specifically, the LipSDP approach (Fazlyab et al., 2019) has received much attention and provides the least conservative Lipschitz upper bounds that can be computed with polynomial time guarantees. However, one main restriction of LipSDP is that its formulation requires the activation functions to be slope-restricted on $[0,1]$, preventing its further use for more general activation functions such as GroupSort, MaxMin, and Householder. One can rewrite MaxMin activations for example as residual ReLU networks. However, a direct application of LipSDP to the resultant residual ReLU networks is conservative and even fails in recovering the well-known fact that the MaxMin activation is 1-Lipschitz. Our paper bridges this gap and extends LipSDP beyond slope-restricted activation functions. To this end, we provide novel quadratic constraints for GroupSort, MaxMin, and Householder activations via leveraging their underlying properties such as sum preservation. Our proposed analysis is general and provides a unified approach for estimating $\ell_2$ and $\ell_\infty$ Lipschitz bounds for a rich class of neural network architectures, including non-residual and residual neural networks and implicit models, with GroupSort, MaxMin, and Householder activations. Finally, we illustrate the utility of our approach with a variety of experiments and show that our proposed SDPs generate less conservative Lipschitz bounds in comparison to existing approaches."
"On discount functions for economic model predictive control without terminal conditions.","2024","CoRR","Lukas Schwenkel, Daniel Briem, Matthias A. Müller 0001, Frank Allgöwer","Informal and Other Publications","https://dblp.org/rec/journals/corr/abs-2405-14361","In this paper, we investigate discounted economic model predictive control (E-MPC) schemes without terminal conditions in scenarios where the optimal operating behavior is a periodic orbit. For such a setting, it is known that a linearly discounted stage cost guarantees asymptotic stability of any arbitrarily small neighborhood of the optimal orbit if the prediction horizon is sufficiently long. However, in some examples very long prediction horizons are needed to achieve the desired performance. In this work, we extend these results by providing the same qualitative stability guarantees for a large class of discount functions. Numerical examples illustrate the influence of the discount function and show that with suitable discounting we can achieve significantly better performance than the linearly discounted E-MPC, even for short prediction horizons."
"SafEDMD: A certified learning architecture tailored to data-driven control of nonlinear dynamical systems.","2024","CoRR","Robin Strässer, Manuel Schaller, Karl Worthmann, Julian Berberich, Frank Allgöwer","Informal and Other Publications","https://dblp.org/rec/journals/corr/abs-2402-03145","The Koopman operator serves as the theoretical backbone for machine learning of dynamical control systems, where the operator is heuristically approximated by extended dynamic mode decomposition (EDMD). In this paper, we propose Stability- and certificate-oriented EDMD (SafEDMD): a novel EDMD-based learning architecture which comes along with rigorous certificates, resulting in a reliable surrogate model generated in a data-driven fashion. To ensure the trustworthiness of SafEDMD, we derive proportional error bounds, which vanish at the origin and are tailored to control tasks, leading to certified controller design based on semi-definite programming. We illustrate the developed method by means of several benchmark examples and highlight the advantages over state-of-the-art methods."
"State space representations of the Roesser type for convolutional layers.","2024","CoRR","Patricia Pauli, Dennis Gramlich, Frank Allgöwer","Informal and Other Publications","https://dblp.org/rec/journals/corr/abs-2403-11938","From the perspective of control theory, convolutional layers (of neural networks) are 2-D (or N-D) linear time-invariant dynamical systems. The usual representation of convolutional layers by the convolution kernel corresponds to the representation of a dynamical system by its impulse response. However, many analysis tools from control theory, e.g., involving linear matrix inequalities, require a state space representation. For this reason, we explicitly provide a state space representation of the Roesser type for 2-D convolutional layers with $c_\mathrm{in}r_1 + c_\mathrm{out}r_2$ states, where $c_\mathrm{in}$/$c_\mathrm{out}$ is the number of input/output channels of the layer and $r_1$/$r_2$ characterizes the width/length of the convolution kernel. This representation is shown to be minimal for $c_\mathrm{in} = c_\mathrm{out}$. We further construct state space representations for dilated, strided, and N-D convolutions."
"Dynamic Deterministic Quality of Service Model with Behavior-Adaptive Latency Bounds.","2023","RTCSA","Robin Laidig, Frank Dürr, Kurt Rothermel, Stefan Wildhagen, Frank Allgöwer","Conference and Workshop Papers","https://dblp.org/rec/conf/rtcsa/LaidigDRWA23","Many time-sensitive networked systems, such as networked control systems or other cyber/physical systems, require well-defined Quality of Service (QoS) with guaranteed deterministic bounds on network delay. Existing QoS models typically provide no guarantees for excess traffic beyond the traffic specified during the initial admission process. This can lead to a waste of resources when applications overcompensate during resource reservation to avoid traffic violations. In this work, we propose the Dynamic Priority Token Bucket (DPTB), a fundamentally different new QoS model. DPTB permits short-time violations without immediately dropping to best-effort guarantees for excess traffic. Instead, the priority of the application gets degraded to weaker but still deterministic guarantees. At any point in time, the application can calculate the currently guaranteed delay bounds, which depend only on its own past sending behavior, to enable application-level adaptation of the sending rate and application-side prediction of the implications onto the application performance. We designed DPTB as a token bucket extension that can be used on top of several existing scheduling mechanisms, such as the Asynchronous Traffic Shaper of IEEE Time-Sensitive Networking (TSN). Our evaluations show that DPTB is more resilient to bursty cross-traffic, resulting in significantly lower average delays than regular reservations."
"Time- versus Event-Triggered Consensus of a Single-Integrator Multi-Agent System.","2023","CoRR","David Meister, Frank Aurzada, Mikhail A. Lifshits, Frank Allgöwer","Informal and Other Publications","https://dblp.org/rec/journals/corr/abs-2303-11097",""
"A Nonlinear MPC Scheme for Output Tracking Without Terminal Ingredients.","2023","IEEE Trans. Autom. Control.","Raffaele Soloperto, Johannes Köhler, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/tac/SolopertoKA23","In this article, we propose a novel nonlinear model predictive control (MPC) scheme without terminal ingredients for output tracking. The control objective is to steer the output of the controlled system toward some desired set, or toward the best reachable set, in the case of unreachable targets. The considered MPC formulation combines a stabilizing MPC scheme without terminal ingredients with an output tracking formulation using an artificial steady state. In addition, we propose an offset cost that is applicable to general nonconvex steady-state manifolds. The resulting MPC scheme is simple to implement since it does not require the design of terminal ingredients (i.e., terminal controller, terminal cost, and terminal region) and is applicable to general (possibly unreachable) output specifications. We show the benefits of the proposed approach by means of a numerical example where we compare it with the state-of-the-art tracking MPC formulation."
"A quantitative and constructive proof of Willems' Fundamental Lemma and its implications.","2023","ACC","Julian Berberich, Andrea Iannelli, Alberto Padoan, Jeremy Coulson, Florian Dörfler, Frank Allgöwer","Conference and Workshop Papers","https://dblp.org/rec/conf/amcc/BerberichIPCDA23",""
"Approximate Dissipativity of Cost-Interconnected Systems in Distributed Economic MPC.","2023","IEEE Trans. Autom. Control.","Philipp N. Köhler, Matthias A. Müller 0001, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/tac/KohlerMA23","We consider dissipativity properties of interconnected systems in the context of distributed economic model predictive control (MPC), with the subsystems being interconnected through their stage cost functions. The isolated subsystems, i.e., when neglecting the coupled portion of the individual stage costs, are assumed to be dissipative with respect to a specific supply rate related to their local stage cost function, which is commonly used in an economic MPC context. Based on these local dissipativity properties and the interconnection structure, a corresponding (approximate) dissipativity property for the overall system is inferred, which is structured and provides performance bounds for overall system operation. The resulting structured dissipativity property is exploited in the design and analysis of a distributed economic MPC algorithm. Numerical examples visualize the theoretical findings and the effectiveness of the proposed algorithm."
"Combining Prior Knowledge and Data for Robust Controller Design.","2023","IEEE Trans. Autom. Control.","Julian Berberich, Carsten W. Scherer, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/tac/BerberichSA23",""
"Consistent Event-Triggered Consensus on Complete Graphs.","2023","CDC","Duarte J. Antunes, David Meister, Toru Namerikawa, Frank Allgöwer, W. P. M. H. Heemels","Conference and Workshop Papers","https://dblp.org/rec/conf/cdc/AntunesMNAH23",""
"Data-Based Control of Feedback Linearizable Systems.","2023","IEEE Trans. Autom. Control.","Mohammad Alsalti, Victor G. Lopez, Julian Berberich, Frank Allgöwer, Matthias A. Müller 0001","Journal Articles","https://dblp.org/rec/journals/tac/AlsaltiLBAM23","In this article, we present an extension of Willems' Fundamental Lemma to the class of multi-input–multi-output discrete-time feedback linearizable nonlinear systems, thus providing a data-based representation of their input–output trajectories. Two sources of uncertainty are considered. First, the unknown linearizing input is inexactly approximated by a set of basis functions. Second, the measured output data is contaminated by additive noise. Furthermore, we propose an approach to approximate the solution of the data-based simulation and output matching problems, and show that the difference from the true solution is bounded. Finally, the results are illustrated on an example of a fully actuated double inverted pendulum."
"Data-Driven Analysis and Controller Design for Discrete-Time Systems Under Aperiodic Sampling.","2023","IEEE Trans. Autom. Control.","Stefan Wildhagen, Julian Berberich, Michael Hertneck, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/tac/WildhagenBHA23",""
"Data-Driven Control of Distributed Event-Triggered Network Systems.","2023","IEEE CAA J. Autom. Sinica","Xin Wang 0003, Jian Sun 0003, Gang Wang 0014, Frank Allgöwer, Jie Chen 0003","Journal Articles","https://dblp.org/rec/journals/ieeejas/WangSWAC23",""
"Data-Driven Control: The conspicuous technology.","2023","Annu. Rev. Control.","Alexandre Sanfelici Bazanella, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/arc/BazanellaA23",""
"Data-Driven Inference on Optimal Input-Output Properties of Polynomial Systems With Focus on Nonlinearity Measures.","2023","IEEE Trans. Autom. Control.","Tim Martin, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/tac/MartinA23","In the context of dynamical systems, nonlinearity measures quantify the strength of nonlinearity by means of the distance of their input–output behavior to a set of linear input–output mappings. In this article, we establish a framework to determine nonlinearity measures and other optimal input–output properties for nonlinear polynomial systems without explicitly identifying a model but from a finite number of input-state measurements, which are subject to noise. To this end, we deduce from data for the unidentified ground-truth system three possible set-membership representations, compare their accuracy, and prove that they are asymptotically consistent with respect to the amount of samples. Moreover, we leverage these representations to compute guaranteed upper bounds on nonlinearity measures and the corresponding optimal linear approximation model via semidefinite programming. Furthermore, we extend the established framework to determine optimal input–output properties described by time domain hard integral quadratic constraints."
"Data-Driven Reachability Analysis From Noisy Data.","2023","IEEE Trans. Autom. Control.","Amr Alanwar 0001, Anne Koch 0001, Frank Allgöwer, Karl Henrik Johansson","Journal Articles","https://dblp.org/rec/journals/tac/AlanwarKAJ23",""
"Guaranteed Closed-Loop Learning in Model Predictive Control.","2023","IEEE Trans. Autom. Control.","Raffaele Soloperto, Matthias A. Müller 0001, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/tac/SolopertoMA23","In this article, we propose a novel learning-based model predictive control framework for nonlinear systems which is able to guarantee closed-loop learning of the controlled system. We consider a cost function that combines a general economic cost with a user-defined learning cost function that aims at incentivizing learning of the unknown system. In particular, due to the finite horizon of the MPC scheme and to the presence of disturbances, the open-loop trajectory usually differs from the closed-loop one. Such a mismatch causes existing learning-based MPC schemes to only show a learning phase in the open-loop prediction, without providing any formal guarantee on the actual closed-loop learning. In this article, we show how existing MPC schemes can be easily modified in order to guarantee closed-loop learning of the system by including a suitable discount factor in the chosen learning cost function, and implementing an additional constraint in the original MPC scheme. We show that various techniques for online learning the system dynamics, such as kinky inference methods, Gaussian processes, or parametric approaches, can be used within the proposed general framework."
"Guarantees for data-driven control of nonlinear systems using semidefinite programming: A survey.","2023","Annu. Rev. Control.","Tim Martin, Thomas B. Schön, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/arc/MartinSA23",""
"Model Predictive Control for Linear Uncertain Systems Using Integral Quadratic Constraints.","2023","IEEE Trans. Autom. Control.","Lukas Schwenkel, Johannes Köhler, Matthias Albrecht Müller, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/tac/SchwenkelKMA23",""
"Model-Based and Data-Driven Control of Event- and Self-Triggered Discrete-Time Linear Systems.","2023","IEEE Trans. Cybern.","Xin Wang 0003, Julian Berberich, Jian Sun 0003, Gang Wang 0014, Frank Allgöwer, Jie Chen 0003","Journal Articles","https://dblp.org/rec/journals/tcyb/WangBSWAC23","The present paper considers the model-based and data-driven control of unknown discrete-time linear systems under event-triggering and self-triggering transmission schemes. To this end, we begin by presenting a dynamic event-triggering scheme (ETS) based on periodic sampling, and a discrete-time looped-functional approach, through which a model-based stability condition is derived. Combining the model-based condition with a recent data-based system representation, a data-driven stability criterion in the form of linear matrix inequalities (LMIs) is established, which also offers a way of co-designing the ETS matrix and the controller. To further alleviate the sampling burden of ETS due to its continuous/periodic detection, a self-triggering scheme (STS) is developed. Leveraging precollected input-state data, an algorithm for predicting the next transmission instant is given, while achieving system stability. Finally, numerical simulations showcase the efficacy of ETS and STS in reducing data transmissions as well as practicality of the proposed co-design methods."
"Performance Implications of Different p-Norms in Level-Triggered Sampling.","2023","CDC","David Meister, Frank Allgöwer","Conference and Workshop Papers","https://dblp.org/rec/conf/cdc/MeisterA23",""
"Robust Stability Analysis of a Simple Data-Driven Model Predictive Control Approach.","2023","IEEE Trans. Autom. Control.","Joscha Bongard, Julian Berberich, Johannes Köhler, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/tac/BongardBKA23","In this article, we provide a theoretical analysis of closed-loop properties of a simple data-driven model predictive control (MPC) scheme. The formulation does not involve any terminal ingredients, thus allowing for a simple implementation without (potential) feasibility issues. The proposed approach relies on an implicit description of linear time-invariant systems based on behavioral systems theory, which only requires one input–output trajectory of an unknown system. For the nominal case with noise-free data, we prove that the data-driven MPC scheme ensures exponential stability for the closed loop if the prediction horizon is sufficiently long. Moreover, we analyze the robust data-driven MPC scheme for noisy output measurements for which we prove closed-loop practical exponential stability. The advantages of the presented approach are illustrated with a numerical example."
"Safe Exploration and Escape Local Minima With Model Predictive Control Under Partially Unknown Constraints.","2023","IEEE Trans. Autom. Control.","Raffaele Soloperto, Ali Mesbah 0002, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/tac/SolopertoMA23a","In this article, we propose a novel model predictive control (MPC) framework for output tracking that deals with partially unknown constraints. The MPC scheme optimizes over a learning and a backup trajectory. The learning trajectory aims to explore unknown and potentially unsafe areas, if and only if this might lead to a potential performance improvement. On the contrary, the backup trajectory lies in the known space, and is intended to ensure safety and convergence. The cost function for the learning trajectory is divided into a tracking and an offset cost, while the cost function for the backup trajectory is only marginally considered and only penalizes the offset cost. We show that the proposed MPC scheme is not only able to safely explore the unknown constraints but also escape from local minima that may arise from the presence of obstacles. Moreover, we provide formal guarantees for convergence and recursive feasibility of the MPC scheme, as well as closed-loop constraint satisfaction. Finally, the proposed MPC scheme is demonstrated in simulations using an example of autonomous vehicle driving in a partially unknown environment where unknown obstacles are present."
"Transient Performance of MPC for Tracking.","2023","IEEE Control. Syst. Lett.","Matthias Köhler, Lisa Krügel, Lars Grüne, Matthias Albrecht Müller, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/csysl/KohlerKGMA23","We analyse the closed-loop performance of a model predictive control (MPC) for tracking formulation with artificial references. It has been shown that such a scheme guarantees closed-loop stability and recursive feasibility for any externally supplied reference, even if it is unreachable or time-varying. The basic idea is to consider an artificial reference as an additional decision variable and to formulate generalised terminal ingredients with respect to it. In addition, its offset is penalised in the MPC optimisation problem, leading to closed-loop convergence to the best reachable reference. In this letter, we provide a transient performance bound on the closed loop using MPC for tracking. We employ mild assumptions on the offset cost and scale it with the prediction horizon. In this case, an increasing horizon in MPC for tracking recovers the infinite horizon optimal solution."
"Uncertainties and Output Feedback in Rollout Event-Triggered Control.","2023","IEEE Trans. Control. Netw. Syst.","Stefan Wildhagen, Frank Allgöwer","Journal Articles","https://dblp.org/rec/journals/tcns/WildhagenA23","The fact that event-triggered control (ETC) often exhibits an improved performance-communication tradeoff over time-triggered control renders it especially useful for networked control systems (NCSs). However, it has proven difficult to characterize the traffic produced by ETC a priori. Rollout ETC addresses this issue by using a triggering and control law that is implicitly defined by the solution to an optimal control problem (OCP), instead of an explicit one as in classical ETC. This allows to directly incorporate predefined constraints on the transmission traffic as well as on states and inputs. In this article, we examine the practically relevant case when outputs instead of state measurements are available, and measurements as well as the LTI plant are subject to uncertainties. To address these challenges, we adapt methods from robust tube-based model predictive control and propose three different strategies to implement an error feedback in an NCSs setup, the applicability of which depends on the capabilities of the actuator. We establish recursive feasibility, robust constraint satisfaction, and convergence. Finally, we illustrate our results in a numerical example."
"A Predictive Safety Filter for Safe Learning of Optimal Operation of Permanent Magnet Synchronous Motors.","2023","ECC","Dominik Rösch, Felix Berkel, Martin Löhning, Maximilian Manderla, Raffaele Soloperto, Frank Allgöwer","Conference and Workshop Papers","https://dblp.org/rec/conf/eucc/RoschBLMSA23",""
"Analysis and design of model predictive control frameworks for dynamic operation - An overview.","2023","CoRR","Johannes Köhler, Matthias Albrecht Müller, Frank Allgöwer","Informal and Other Publications","https://dblp.org/rec/journals/corr/abs-2307-03004",""
"Control of Bilinear Systems Using Gain-Scheduling: Stability and Performance Guarantees.","2023","CDC","Robin Strässer, Julian Berberich, Frank Allgöwer","Conference and Workshop Papers","https://dblp.org/rec/conf/cdc/StrasserBA23","In this paper, we present a state-feedback controller design method for bilinear systems. To this end, we write the bilinear system as a linear fractional representation by interpreting the state in the bilinearity as a structured uncertainty. Based on that, we derive convex conditions in terms of linear matrix inequalities for the controller design, which are efficiently solvable by semidefinite programming. Further, we prove asymptotic stability and quadratic performance of the resulting closed-loop system locally in a predefined region. The proposed design uses gain-scheduling techniques and results in a state feedback with rational dependence on the state, which can substantially reduce conservatism and improve performance in comparison to a simpler, linear state feedback. Moreover, the design method is easily adaptable to various scenarios due to its modular formulation in the robust control framework. Finally, we apply the developed approaches to numerical examples and illustrate the benefits of the approach."
"Convolutional Neural Networks as 2-D systems.","2023","CoRR","Dennis Gramlich, Patricia Pauli, Carsten W. Scherer, Frank Allgöwer, Christian Ebenbauer","Informal and Other Publications","https://dblp.org/rec/journals/corr/abs-2303-03042","This paper introduces a novel representation of convolutional Neural Networks (CNNs) in terms of 2-D dynamical systems. To this end, the usual description of convolutional layers with convolution kernels, i.e., the impulse responses of linear filters, is realized in state space as a linear time-invariant 2-D system. The overall convolutional Neural Network composed of convolutional layers and nonlinear activation functions is then viewed as a 2-D version of a Lur'e system, i.e., a linear dynamical system interconnected with static nonlinear components. One benefit of this 2-D Lur'e system perspective on CNNs is that we can use robust control theory much more efficiently for Lipschitz constant estimation than previously possible."
"Data-Driven Min-Max MPC for Linear Systems.","2023","CoRR","Yifan Xie, Julian Berberich, Frank Allgöwer","Informal and Other Publications","https://dblp.org/rec/journals/corr/abs-2309-17307","Designing data-driven controllers in the presence of noise is an important research problem, in particular when guarantees on stability, robustness, and constraint satisfaction are desired. In this paper, we propose a data-driven min-max model predictive control (MPC) scheme to design state-feedback controllers from noisy data for unknown linear time-invariant (LTI) system. The considered min-max problem minimizes the worst-case cost over the set of system matrices consistent with the data. We show that the resulting optimization problem can be reformulated as a semidefinite program (SDP). By solving the SDP, we obtain a state-feedback control law that stabilizes the closed-loop system and guarantees input and state constraint satisfaction. A numerical example demonstrates the validity of our theoretical results."
"Data-driven Dissipativity Analysis of Linear Parameter-Varying Systems.","2023","CoRR","Chris Verhoek, Julian Berberich, Sofie Haesaert, Frank Allgöwer, Roland Tóth","Informal and Other Publications","https://dblp.org/rec/journals/corr/abs-2303-10031","We derive direct data-driven dissipativity analysis methods for Linear Parameter-Varying (LPV) systems using a single sequence of input-scheduling-output data. By means of constructing a semi-definite program subject to linear matrix inequality constraints based on this data-dictionary, direct data-driven verification of $(Q,S,R)$-type of dissipativity properties of the data-generating LPV system is achieved. Multiple implementation methods are proposed to achieve efficient computational properties and to even exploit structural information on the scheduling, e.g., rate bounds. The effectiveness and trade-offs of the proposed methodologies are shown in simulation studies of academic and physically realistic examples."
